Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/28/2017 10:57:01,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",14,84,Expo Line,City of Vancouver,Downtown,UBC,7,9,6,7,9,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, Better drivers, More (frequent) express busses "
1/28/2017 10:57:53,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",258,Seabus,,North or West Vancouver,,City of Vancouver (outside UBC),6,1,,7,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,More busses
1/28/2017 11:07:12,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, No alternative, can't drive or afford or want to buy a car. Bikes could be ok, but I'm lazy","School, Work, Recreation/other",14,9,99,City of Vancouver,Kitsilano,UBC,7,5,7,4,3,8 a.m.-10 a.m.,3,"A new Skytrain/LRT line, I would say more buses, but that would cause more congestion. The problem is sometimes the traffic: who are these people with cars and where do they go? But a rapid transit line is obviously necessary"
1/28/2017 11:13:39,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,480,City of Vancouver,UBC,City of Vancouver (outside UBC),9,6,7,2,3,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,More busses
1/28/2017 11:46:36,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,Canada Line,4,City of Vancouver,Mount Pleasant,UBC,10,6,6,4,9,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 12:04:00,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,99,33,City of Vancouver,South Cambie,UBC,7,8,6,3,1,8 a.m.-10 a.m.,3,More busses
1/28/2017 12:05:26,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",Millennium Line,84,99,Burnaby,,UBC,4,6,10,7,8,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 12:07:33,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",44,,,North or West Vancouver,,North or West Vancouver,8,,,2,1,8 a.m.-10 a.m.,2,"More busses, Better drivers"
1/28/2017 12:43:00,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,9,City of Vancouver,Point Grey,UBC,8,5,5,5,2,6 a.m.-8 a.m.,5,"More busses, A new Skytrain/LRT line"
1/28/2017 12:45:24,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",44,84,West Coast Express,Elsewhere in BC,,UBC,6,10,2,3,7,"6 a.m.-8 a.m., 2 p.m.-4 p.m.",4,A new Skytrain/LRT line
1/28/2017 12:53:13,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,33,14,City of Vancouver,Point Grey,UBC,8,7,7,9,10,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 8 p.m.-10 p.m.",2,"More busses, Better drivers, a schedule that means something"
1/28/2017 13:05:09,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",44,Seabus,14,North or West Vancouver,,UBC,5,5,5,5,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",3,More busses
1/28/2017 13:09:37,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Canada Line,49,43,Richmond,,UBC,4,7,7,10,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 13:24:12,UBC student,A few times per week,Convenience,"School, Work, Recreation/other",Millennium Line,Expo Line,99,Burnaby,UBC,Burnaby,2,2,8,8,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 13:37:32,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Expo Line,99,480,Surrey/Delta/Langley,,UBC,5,5,5,7,1,6 a.m.-8 a.m.,2,More busses
1/28/2017 14:42:41,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",84,99,Expo Line,City of Vancouver,Granview-Woodland,UBC,9,9,8,3,1,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 14:48:33,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,99,Canada Line,Expo Line,City of Vancouver,Mount Pleasant,UBC,9,7,5,5,9,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/28/2017 15:09:35,UBC student,Multiple times per day,Convenience,"School, Recreation/other",480,Canada Line,43,Richmond,,UBC,4,7,3,4,1,"6 a.m.-8 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 15:19:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",Canada Line,25,33,City of Vancouver,Marpole,UBC,8,7,7,10,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 15:26:32,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, i can't drive","School, Recreation/other",49,Expo Line,99,Burnaby,,UBC,5,4,7,10,1,6 a.m.-8 a.m.,3,"More busses, Better drivers"
1/28/2017 15:29:09,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, No license","School, Work, Recreation/other",20,43,Millennium Line,City of Vancouver,Victoria-Fraserview,UBC,7,7,5,3,1,8 a.m.-10 a.m.,2,More busses
1/28/2017 15:44:31,UBC faculty/staff member,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Environmental reasons",Recreation/other,99,,,UBC,UBC,UBC,3,,,3,2,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 16:54:54,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, It's my only option","School, Recreation/other",44,Canada Line,2,City of Vancouver,West End,UBC,7,3,5,6,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",4,"More busses, A new Skytrain/LRT line, BUILD THE EXTENSION SKYTRAIN TO UBC!!!!!!!!!!!!!"
1/28/2017 17:00:31,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",Expo Line,99,Canada Line,Burnaby,,UBC,6,8,5,8,7,8 a.m.-10 a.m.,3,More busses
1/28/2017 17:05:23,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Don't have liscence ",School,Canada Line,,,Richmond,,UBC,4,,,2,1,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 17:36:56,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",49,4,17,City of Vancouver,Kerrisdale,UBC,7,7,1,3,2,10 a.m.-12 p.m.,3,More busses
1/28/2017 17:40:49,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Expo Line,4,99,City of Vancouver,Downtown,UBC,7,5,8,10,2,8 a.m.-10 a.m.,1,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 17:48:15,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,4,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),3,3,6,7,2,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,A new Skytrain/LRT line
1/28/2017 17:50:51,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Expo Line,Millennium Line,Evergreen Line,Burnaby,,UBC,8,6,1,8,2,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, A new Skytrain/LRT line"
1/28/2017 18:02:40,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Expo Line,99,43,City of Vancouver,Renfrew-Collingwood,UBC,9,9,8,3,1,8 a.m.-10 a.m.,4,More busses
1/28/2017 18:14:20,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",99,14,9,City of Vancouver,Kitsilano,City of Vancouver (outside UBC),6,5,4,3,2,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",4,A new Skytrain/LRT line
1/28/2017 18:15:33,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,25,C18,Millennium Line,City of Vancouver,UBC,City of Vancouver (outside UBC),2,7,1,3,2,4 p.m.-6 p.m.,2,A new Skytrain/LRT line
1/28/2017 18:31:22,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,Canada Line,14,City of Vancouver,UBC,City of Vancouver (outside UBC),8,4,5,8,8,"6 a.m.-8 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 18:42:43,Vancouver resident (non-student),A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,Expo Line,Canada Line,,City of Vancouver,Killarney,Burnaby,3,,,3,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,A new Skytrain/LRT line
1/28/2017 18:47:46,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",3,99,9,City of Vancouver,Mount Pleasant,City of Vancouver (outside UBC),4,8,4,2,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 18:48:06,Vancouver resident (non-student),Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,Canada Line,Expo Line,,City of Vancouver,Shaughnessy,City of Vancouver (outside UBC),10,8,,8,8,8 a.m.-10 a.m.,1,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 18:54:04,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",480,Canada Line,99,Richmond,,UBC,1,8,1,1,1,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",4,"A new Skytrain/LRT line, It's perfect as is"
1/28/2017 18:56:13,UBC student,Multiple times per day,Convenience,"School, Recreation/other",480,41,49,Richmond,,UBC,6,7,6,2,2,10 a.m.-12 p.m.,4,"More busses, A new Skytrain/LRT line"
1/28/2017 19:23:06,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,99,,,Surrey/Delta/Langley,,North or West Vancouver,6,,,3,2,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,More busses
1/28/2017 19:25:25,UBC student,A few times per week,I have a car but its just easier for me to transit to school because I'm lazy to find parking and pay for parking lol ,School,33,Canada Line,41,City of Vancouver,Kensington-Cedar Cottage,UBC,2,5,7,3,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",5,A new Skytrain/LRT line
1/28/2017 19:50:58,UBC faculty/staff member,A few times per month,Convenience,Recreation/other,99,14,4,City of Vancouver,UBC,City of Vancouver (outside UBC),4,3,3,4,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,A new Skytrain/LRT line
1/28/2017 20:42:50,UBC faculty/staff member,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, can't drive","Work, Recreation/other",Expo Line,2,99,Surrey/Delta/Langley,,UBC,3,8,6,4,1,6 a.m.-8 a.m.,3,"More busses, A new Skytrain/LRT line"
1/28/2017 20:48:41,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,480,Canada Line,49,Richmond,,UBC,9,7,6,3,1,"8 a.m.-10 a.m., 2 p.m.-4 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 21:12:38,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,,,City of Vancouver,Kerrisdale,UBC,7,,,5,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",4,It's perfect as is
1/29/2017 1:04:26,Lower mainland resident (non-student),A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Work,Expo Line,Millennium Line,Evergreen Line,Surrey/Delta/Langley,,City of Vancouver (outside UBC),10,8,6,10,7,After 10 p.m.,3,A new Skytrain/LRT line
1/29/2017 1:25:29,Lower mainland resident (non-student),A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Work,Expo Line,Millennium Line,Evergreen Line,Surrey/Delta/Langley,,City of Vancouver (outside UBC),10,8,6,10,7,After 10 p.m.,3,A new Skytrain/LRT line
1/29/2017 1:38:15,UBC student,A few times per week,I have a UPASS,Recreation/other,49,41,99,City of Vancouver,UBC,City of Vancouver (outside UBC),6,6,8,7,4,4 p.m.-6 p.m.,2,"New Skytrain, NOT LRT"
1/29/2017 2:00:50,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",84,99,2,City of Vancouver,Kitsilano,UBC,9,9,5,10,8,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",1,More busses
1/29/2017 2:41:35,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Expo Line,99,C18,Surrey/Delta/Langley,,UBC,5,1,7,1,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m.",4,A new Skytrain/LRT line
1/29/2017 6:39:27,Lower mainland resident (non-student),Twice per day,Convenience,"School, Work, Recreation/other",99,Seabus,Expo Line,North or West Vancouver,,City of Vancouver (outside UBC),9,6,6,5,2,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/29/2017 8:08:30,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",25,Canada Line,99,City of Vancouver,South Cambie,UBC,3,5,4,5,3,6 a.m.-8 a.m.,4,"Better drivers, A new Skytrain/LRT line"
1/29/2017 8:44:23,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",4,84,99,City of Vancouver,Kitsilano,UBC,4,6,5,4,2,8 a.m.-10 a.m.,5,It's perfect as is
1/29/2017 10:51:47,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,49,480,,Surrey/Delta/Langley,,UBC,7,8,,4,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m.",3,"More busses, A new Skytrain/LRT line"
1/29/2017 11:01:12,UBC student,Multiple times per day,Convenience,"School, Recreation/other",41,25,99,City of Vancouver,UBC,UBC,4,3,8,2,1,10 a.m.-12 p.m.,4,It's perfect. Praise Translink
1/29/2017 11:46:02,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",14,Millennium Line,99,City of Vancouver,Point Grey,City of Vancouver (outside UBC),8,5,7,4,1,8 a.m.-10 a.m.,4,More busses
1/29/2017 13:03:48,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,14,16,City of Vancouver,Fairview,UBC,8,5,5,6,7,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"A new Skytrain/LRT line, Not LRT, but skytrain, why is LRT even being discussed?"
1/29/2017 14:06:14,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",Millennium Line,99,84,Burnaby,,UBC,5,8,6,6,2,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line, A skytrain line straight to UBC"
1/29/2017 14:39:46,UBC student,Twice per day,Convenience,School,Evergreen Line,Millennium Line,84,Coquitlam,,UBC,1,1,3,2,1,"6 a.m.-8 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/29/2017 16:19:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Millennium Line,84,Expo Line,Coquitlam,,UBC,4,4,4,6,1,"12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/29/2017 16:24:49,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",480,Canada Line,49,Richmond,,UBC,7,3,6,2,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/29/2017 18:16:59,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,20,Millennium Line,City of Vancouver,Victoria-Fraserview,UBC,7,5,6,10,3,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m., After 10 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/29/2017 19:47:27,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",480,41,49,City of Vancouver,Marpole,UBC,6,1,1,10,3,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",3,More busses
1/29/2017 23:56:42,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Work,25,480,41,City of Vancouver,UBC,City of Vancouver (outside UBC),3,1,6,10,6,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 5:44:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",44,84,99,North or West Vancouver,,UBC,4,4,8,1,1,Before 6 a.m.,3,"More busses, Better drivers"
1/30/2017 9:34:45,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,Expo Line,99,49,Surrey/Delta/Langley,,UBC,7,10,8,10,8,10 a.m.-12 p.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 10:55:30,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,25,7,99,City of Vancouver,Dunbar,UBC,9,5,8,6,5,8 a.m.-10 a.m.,2,More busses
1/30/2017 11:10:54,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,44,84,Millennium Line,City of Vancouver,UBC,Maple Ridge,5,2,4,2,1,2 p.m.-4 p.m.,5,A new Skytrain/LRT line
1/30/2017 12:07:57,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,14,9,,City of Vancouver,Point Grey,UBC,2,1,,2,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",5,It's perfect as is
1/30/2017 14:45:29,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,7,14,City of Vancouver,Kitsilano,UBC,7,3,5,10,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/30/2017 14:46:16,UBC student,A few times per week,"Convenience, Cause they still dont have self driving cars and I like to drink",Recreation/other,14,99,4,Burnaby,UBC,City of Vancouver (outside UBC),5,6,4,3,2,8 p.m.-10 p.m.,3,"A new Skytrain/LRT line, Skytrain from Commercial to UBC"
1/30/2017 14:46:35,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,49,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),8,7,4,2,2,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,A new Skytrain/LRT line
1/30/2017 14:46:58,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,480,99,Canada Line,Surrey/Delta/Langley,,UBC,8,9,7,6,3,6 a.m.-8 a.m.,2,More busses
1/30/2017 14:47:25,UBC student,Multiple times per day,Convenience,School,480,Canada Line,,Richmond,,UBC,6,5,4,4,1,"6 a.m.-8 a.m., 10 a.m.-12 p.m.",3,More busses
1/30/2017 14:48:06,UBC student,Twice per day,Convenience,"School, Recreation/other",84,23,,City of Vancouver,Mount Pleasant,UBC,4,1,,2,1,8 a.m.-10 a.m.,4,"More busses, A new Skytrain/LRT line"
1/30/2017 14:48:25,UBC student,Multiple times per day,Convenience,"School, Recreation/other",25,33,14,City of Vancouver,Dunbar,UBC,8,8,4,1,4,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"A new Skytrain/LRT line, More busses at peak hours and more busses available later"
1/30/2017 14:50:17,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,25,City of Vancouver,Point Grey,UBC,9,8,9,2,8,8 a.m.-10 a.m.,4,More busses
1/30/2017 14:51:28,UBC student,A few times per month,Convenience,Recreation/other,Canada Line,,,City of Vancouver,Sunset,City of Vancouver (outside UBC),5,,,7,3,2 p.m.-4 p.m.,3,"More busses, A new Skytrain/LRT line, It's perfect as is"
1/30/2017 14:51:56,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,2,99,City of Vancouver,Kerrisdale,UBC,9,4,8,9,9,8 a.m.-10 a.m.,3,"More busses, More busses spread out over time--3 busses coming all at once, 15 min later than scheduled is as useless as a idk but it's hella dumb"
1/30/2017 14:54:02,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,2,14,City of Vancouver,Kitsilano,UBC,8,4,8,7,3,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 8 p.m.-10 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 14:54:35,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,49,41,Richmond,,UBC,5,6,6,5,2,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 14:57:41,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,C18,North or West Vancouver,,North or West Vancouver,5,5,6,2,3,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,Better drivers
